Game_ID,Club_Name
4799,Lille
4800,Le Havre
4800,Clermont
4801,Monaco
4801,Lorient
4802,Metz
4802,Reims
4803,Rennes
4803,Marseille
4804,Montpellier
4804,Paris SG
4805,Lille
4805,Lens
4806,Metz
4806,Monaco
4807,Reims
4807,Lyon
4808,Brest
4808,Lorient
4809,Clermont
4809,Toulouse
4810,Le Havre
4810,Montpellier
4811,Nice
4811,Nantes
4812,Rennes
4812,Strasbourg
4813,Marseille
4813,Paris SG
4814,Lille
4814,Marseille
4815,Le Havre
4815,Lens
4816,Clermont
4816,Paris SG
4817,Metz
4817,Brest
4818,Montpellier
4818,Lorient
4819,Reims
4819,Nice
4820,Toulouse
4820,Strasbourg
4821,Monaco
4821,Rennes
4822,Lyon
4822,Nantes
4823,Metz
4823,Lens
4824,Strasbourg
4824,Reims
4825,Rennes
4825,Toulouse
4826,Le Havre
4826,Nantes
4827,Montpellier
4827,Clermont
4828,Lyon
4828,Brest
4829,Lorient
4829,Nice
4830,Nantes
4830,Rennes
4831,Clermont
4831,Lens
4832,Le Havre
4832,Metz
4833,Strasbourg
4833,Lille
4834,Reims
4834,Montpellier
4835,Brest
4835,Monaco
4836,Toulouse
4836,Marseille
4837,Lyon
4837,Paris SG
4838,Paris SG
4838,Lorient
4839,Nice
4839,Marseille
4840,Monaco
4840,Lille
4841,Montpellier
4841,Nantes
4842,Paris SG
4842,Le Havre
4843,Metz
4843,Lille
4844,Clermont
4844,Reims
4845,Lorient
4845,Toulouse
4846,Nice
4846,Strasbourg
4847,Rennes
4847,Brest
4848,Monaco
4848,Lyon
4849,Marseille
4849,Lens
4850,Montpellier
4850,Toulouse
4851,Lens
4851,Lorient
4852,Strasbourg
4852,Le Havre
4853,Monaco
4853,Clermont
4854,Rennes
4854,Metz
4855,Brest
4855,Nantes
4856,Lyon
4856,Lille
4857,Brest
4857,Reims
4858,Le Havre
4858,Nice
4859,Lyon
4859,Clermont
4860,Lorient
4860,Marseille
4861,Monaco
4861,Montpellier
4862,Nantes
4862,Lille
4863,Toulouse
4863,Paris SG
4864,Lens
4864,Rennes
4865,Strasbourg
4865,Metz
4866,Paris SG
4866,Nice
4867,Reims
4867,Marseille
4868,Le Havre
4868,Marseille
4869,Montpellier
4869,Lens
4870,Nice
4870,Lille
4871,Clermont
4871,Lorient
4872,Lyon
4872,Strasbourg
4873,Paris SG
4873,Metz
4874,Monaco
4874,Nantes
4875,Rennes
4875,Reims
4876,Toulouse
4876,Brest
4877,Le Havre
4877,Paris SG
4878,Marseille
4878,Brest
4879,Reims
4879,Lille
4880,St Etienne
4880,Monaco
4881,Nice
4881,Auxerre
4882,Angers
4882,Lens
4883,Strasbourg
4883,Montpellier
4884,Toulouse
4884,Nantes
4885,Rennes
4885,Lyon
4886,Montpellier
4886,Paris SG
4887,Lyon
4887,Monaco
4888,Angers
4888,Lille
4889,St Etienne
4889,Le Havre
4890,Lens
4890,Brest
4891,Nantes
4891,Auxerre
4892,Nice
4892,Toulouse
4893,Strasbourg
4893,Rennes
4894,Reims
4894,Marseille
4895,Lyon
4895,Strasbourg
4896,Brest
4896,St Etienne
4897,Nantes
4897,Montpellier
4898,Toulouse
4898,Marseille
4899,Lens
4899,Monaco
4900,Angers
4900,Nice
4901,Auxerre
4901,Le Havre
4902,Reims
4902,Rennes
4903,Paris SG
4903,Lille
4904,St Etienne
4904,Lille
4905,Nice
4905,Marseille
4906,Monaco
4906,Auxerre
4907,Brest
4907,Paris SG
4908,Rennes
4908,Montpellier
4909,Reims
4909,Nantes
4910,Angers
4910,Strasbourg
4911,Toulouse
4911,Le Havre
4912,Lens
4912,Lyon
4913,Nice
4913,St Etienne
4914,Lille
4914,Strasbourg
4915,Rennes
4915,Lens
4916,Paris SG
4916,Reims
4917,Le Havre
4917,Monaco
4918,Angers
4918,Nantes
4919,Toulouse
4919,Brest
4920,Montpellier
4920,Auxerre
4921,Marseille
4921,Lyon
4922,Auxerre
4922,Brest
4923,Paris SG
4923,Rennes
4924,Nice
4924,Lens
4925,Lille
4925,Le Havre
4926,Monaco
4926,Montpellier
4927,Lyon
4927,Toulouse
4928,Reims
4928,Angers
4929,Nantes
4929,St Etienne
4930,Marseille
4930,Strasbourg
4931,Marseille
4931,Angers
4932,Auxerre
4932,St Etienne
4933,Toulouse
4933,Lille
4934,Rennes
4934,Monaco
4935,Nantes
4935,Lyon
4936,Brest
4936,Le Havre
4937,Montpellier
4937,Reims
4938,Lens
4938,Strasbourg
4939,Nice
4939,Paris SG
4940,Lille
4940,Monaco
4941,Brest
4941,Rennes
4942,St Etienne
4942,Lens
4943,Strasbourg
4943,Paris SG
4944,Lyon
4944,Le Havre
4945,Auxerre
4945,Reims
4946,Nice
4946,Nantes
4947,Toulouse
4947,Angers
4948,Montpellier
4948,Marseille
4949,Rennes
4949,Le Havre
4950,St Etienne
4950,Angers
4951,Reims
4951,Brest
4952,Lille
4952,Lens
4953,Lyon
4953,Auxerre
4954,Toulouse
4954,Montpellier
4955,Monaco
4955,Nice
4956,Strasbourg
4956,Nantes
4957,Paris SG
4957,Marseille
4958,Monaco
4958,Angers
4959,Lille
4959,Lyon
4960,Paris SG
4960,Lens
4961,Nice
4961,Brest
4962,St Etienne
4962,Strasbourg
4963,Reims
4963,Toulouse
4964,Auxerre
4964,Rennes
4965,Montpellier
4965,Le Havre
4966,Nantes
4966,Marseille
4967,Auxerre
4967,Marseille
4968,Strasbourg
4968,Monaco
4969,Nantes
4969,Lens
4970,Angers
4970,Paris SG
4971,Lille
4971,Nice
4972,Le Havre
4972,Reims
4973,Brest
4973,Montpellier
4974,Rennes
4974,Toulouse
4975,St Etienne
4975,Lyon
4976,Brest
4976,Monaco
4977,Paris SG
4977,Toulouse
4978,Marseille
4978,Lens
4979,St Etienne
4979,Montpellier
4980,Lyon
4980,Reims
4981,Lille
4981,Rennes
4982,Auxerre
4982,Angers
4983,Le Havre
4983,Nantes
4984,Strasbourg
4984,Nice
4985,Reims
4985,Lens
4986,St Etienne
4986,Rennes
4987,Brest
4987,Strasbourg
4988,Paris SG
4988,Nantes
4989,Lille
4989,Montpellier
4990,Le Havre
4990,Angers
4991,Nice
4991,Lyon
4992,Toulouse
4992,Auxerre
4993,Monaco
4993,Marseille
4994,Lille
4994,Brest
4995,Auxerre
4995,Paris SG
4996,Monaco
4996,Toulouse
4997,Le Havre
4997,Nice
4998,Angers
4998,Lyon
4999,Montpellier
4999,Lens
5000,Nantes
5000,Rennes
5001,Reims
5001,Strasbourg
5002,St Etienne
5002,Marseille
5003,Toulouse
5003,St Etienne
5004,Lille
5004,Marseille
5005,Lens
5005,Auxerre
5006,Reims
5006,Monaco
5007,Nice
5007,Montpellier
5008,Nantes
5008,Brest
5009,Le Havre
5009,Strasbourg
5010,Angers
5010,Rennes
5011,Paris SG
5011,Lyon
5012,Monaco
5012,Paris SG
5013,Rennes
5013,Nice
5014,St Etienne
5014,Reims
5015,Nantes
5015,Lille
5016,Lyon
5016,Montpellier
5017,Angers
5017,Brest
5018,Lens
5018,Toulouse
5019,Strasbourg
5019,Auxerre
5020,Le Havre
5020,Marseille
5021,Nantes
5021,Monaco
5022,Auxerre
5022,Lille
5023,Lyon
5023,Brest
5024,Nice
5024,Reims
5025,Rennes
5025,Marseille
5026,Le Havre
5026,Lens
5027,Montpellier
5027,Angers
5028,Strasbourg
5028,Toulouse
5029,Paris SG
5029,St Etienne
5030,Monaco
5030,Montpellier
5031,Nice
5031,Lille
5032,Paris SG
5032,Lens
5033,Brest
5033,Rennes
5034,Lyon
5034,Toulouse
5035,St Etienne
5035,Nantes
5036,Auxerre
5036,Angers
5037,Reims
5037,Le Havre
5038,Strasbourg
5038,Marseille
5039,Auxerre
5039,St Etienne
5040,Monaco
5040,Rennes
5041,Lille
5041,Strasbourg
5042,Reims
5042,Paris SG
5043,Le Havre
5043,Brest
5044,Angers
5044,Lens
5045,Lyon
5045,Nantes
5046,Toulouse
5046,Montpellier
5047,Marseille
5047,Nice
5048,Montpellier
5048,Lens
5049,Brest
5049,Paris SG
5050,Monaco
5050,Auxerre
5051,St Etienne
5051,Lille
5052,Nice
5052,Toulouse
5053,Le Havre
5053,Angers
5054,Reims
5054,Nantes
5055,Strasbourg
5055,Rennes
5056,Lyon
5056,Marseille
5057,Nantes
5057,Brest
5058,Monaco
5058,Paris SG
5059,Lens
5059,Nice
5060,Le Havre
5060,Lille
5061,St Etienne
5061,Rennes
5062,Reims
5062,Lyon
5063,Auxerre
5063,Toulouse
5064,Strasbourg
5064,Montpellier
5065,Marseille
5065,Angers
5066,Brest
5066,Auxerre
5067,St Etienne
5067,Marseille
5068,Monaco
5068,Nantes
5069,Paris SG
5069,Toulouse
5070,Montpellier
5070,Lyon
5071,Nice
5071,Le Havre
5072,Lens
5072,Strasbourg
5073,Angers
5073,Reims
5074,Rennes
5074,Lille
5075,Rennes
5075,Reims
5076,Lille
5076,Monaco
5077,St Etienne
5077,Angers
5078,Marseille
5078,Auxerre
5079,Nantes
5079,Lens
5080,Toulouse
5080,Le Havre
5081,Nice
5081,Montpellier
5082,Strasbourg
5082,Brest
5083,Lyon
5083,Paris SG
5084,Reims
5084,Monaco
5085,St Etienne
5085,Nice
5086,Le Havre
5086,Lens
5087,Paris SG
5087,Lille
5088,Lyon
5088,Brest
5089,Toulouse
5089,Angers
5090,Auxerre
5090,Strasbourg
5091,Rennes
5091,Montpellier
5092,Nantes
5092,Marseille
5093,Monaco
5093,Toulouse
5094,Rennes
5094,Paris SG
5095,Montpellier
5095,Lille
5096,Lens
5096,Marseille
5097,Brest
5097,Angers
5098,St Etienne
5098,Le Havre
5099,Strasbourg
5099,Nantes
5100,Reims
5100,Auxerre
5101,Nice
5101,Lyon
5102,Auxerre
5102,Nice
5103,Nantes
5103,Lille
5104,Monaco
5104,Angers
5105,Rennes
5105,Lens
5106,Lyon
5106,Le Havre
5107,Reims
5107,Brest
5108,Montpellier
5108,St Etienne
5109,Strasbourg
5109,Toulouse
5110,Marseille
5110,Paris SG
5111,Lyon
5111,Strasbourg
5112,Marseille
5112,Reims
5113,St Etienne
5113,Paris SG
5114,Nice
5114,Monaco
5115,Toulouse
5115,Brest
5116,Rennes
5116,Angers
5117,Auxerre
5117,Montpellier
5118,Nantes
5118,Le Havre
5119,Lille
5119,Lens
5120,Nantes
5120,Nice
5121,Paris SG
5121,Angers
5122,Monaco
5122,Brest
5123,Lyon
5123,Lille
5124,Lens
5124,St Etienne
5125,Le Havre
5125,Montpellier
5126,Reims
5126,Strasbourg
5127,Rennes
5127,Auxerre
5128,Marseille
5128,Toulouse
5129,Reims
5129,Lens
5130,Monaco
5130,Marseille
5131,Toulouse
5131,Lille
5132,Nice
5132,Strasbourg
5133,Brest
5133,St Etienne
5134,Angers
5134,Montpellier
5135,Le Havre
5135,Rennes
5136,Auxerre
5136,Lyon
5137,Nantes
5137,Rennes
5138,Paris SG
5138,Le Havre
5139,Strasbourg
5139,Monaco
5140,Marseille
5140,Montpellier
5141,Auxerre
5141,Lille
5142,Brest
5142,Lens
5143,Angers
5143,Nice
5144,Reims
5144,Toulouse
5145,Lyon
5145,St Etienne
5146,Nantes
5146,Paris SG
5147,Paris SG
5147,Nice
5148,Strasbourg
5148,St Etienne
5149,Monaco
5149,Le Havre
5150,Lyon
5150,Rennes
5151,Lille
5151,Angers
5152,Lens
5152,Auxerre
5153,Reims
5153,Montpellier
5154,Nantes
5154,Toulouse
5155,Marseille
5155,Brest
5156,Nice
5156,Reims
5157,Strasbourg
5157,Paris SG
5158,Rennes
5158,Toulouse
5159,St Etienne
5159,Monaco
5160,Nantes
5160,Angers
5161,Le Havre
5161,Auxerre
5162,Brest
5162,Montpellier
5163,Lens
5163,Lyon
5164,Lille
5164,Marseille
5165,Strasbourg
5165,Angers
5166,Auxerre
5166,Nantes
5167,Lille
5167,Brest
5168,Marseille
5168,Le Havre
5169,Monaco
5169,Lyon
5170,Paris SG
5170,Montpellier
5171,St Etienne
5171,Reims
5172,Nice
5172,Rennes
5173,Toulouse
5173,Lens
5174,Lens
5174,Monaco
5175,Lille
5175,Reims
5176,Angers
5176,Lyon
5177,Marseille
5177,Rennes
5178,Montpellier
5178,Nantes
5179,Nice
5179,Brest
5180,Auxerre
5180,Paris SG
5181,Toulouse
5181,St Etienne
5182,Strasbourg
5182,Le Havre
5183,Arsenal
5183,Fulham
5184,Southampton
5184,Crystal Palace
5185,Leeds
5185,Liverpool
5186,Newcastle
5186,West Ham
5187,West Brom
5187,Leicester
5188,Tottenham
5188,Everton
5189,Brighton
5189,Chelsea
5190,Wolves
5190,Sheffield United
5191,West Brom
5191,Everton
5192,Fulham
5192,Leeds
5193,Man United
5193,Crystal Palace
5194,West Ham
5194,Arsenal
5195,Tottenham
5195,Southampton
5196,Brighton
5196,Newcastle
5197,Chelsea
5197,Liverpool
5198,Burnley
5198,Leicester
5199,Sheffield United
5199,Aston Villa
5200,Man City
5200,Wolves
5201,Brighton
5201,Man United
5202,Everton
5202,Crystal Palace
5203,West Brom
5203,Chelsea
5204,Burnley
5204,Southampton
5205,Leeds
5205,Sheffield United
5206,Tottenham
5206,Newcastle
5207,Leicester
5207,Man City
5208,West Ham
5208,Wolves
5209,Aston Villa
5209,Fulham
5210,Liverpool
5210,Arsenal
5211,Crystal Palace
5211,Chelsea
5212,Everton
5212,Brighton
5213,Man City
5213,Leeds
5214,Newcastle
5214,Burnley
5215,West Ham
5215,Leicester
5216,Southampton
5216,West Brom
5217,Sheffield United
5217,Arsenal
5218,Wolves
5218,Fulham
5219,Man United
5219,Tottenham
5220,Liverpool
5220,Aston Villa
5221,Everton
5221,Liverpool
5222,Southampton
5222,Chelsea
5223,Man City
5223,Arsenal
5224,Man United
5224,Newcastle
5225,Sheffield United
5225,Fulham
5226,Brighton
5226,Crystal Palace
5227,Tottenham
5227,West Ham
5228,Aston Villa
5228,Leicester
5229,West Brom
5229,Burnley
5230,Wolves
5230,Leeds
5231,Aston Villa
5231,Leeds
5232,Man City
5232,West Ham
5233,Fulham
5233,Crystal Palace
5234,Chelsea
5234,Man United
5235,Liverpool
5235,Sheffield United
5236,Southampton
5236,Everton
5237,Newcastle
5237,Wolves
5238,Arsenal
5238,Leicester
5239,West Brom
5239,Brighton
5240,Tottenham
5240,Burnley
5241,Wolves
5241,Crystal Palace
5242,Sheffield United
5242,Man City
5243,Chelsea
5243,Burnley
5244,Liverpool
5244,West Ham
5245,Southampton
5245,Aston Villa
5246,Everton
5246,Newcastle
5247,Arsenal
5247,Man United
5248,Tottenham
5248,Brighton
5249,West Brom
5249,Fulham
5250,Leeds
5250,Leicester
5251,Burnley
5251,Brighton
5252,Newcastle
5252,Southampton
5253,Everton
5253,Man United
5254,Leeds
5254,Crystal Palace
5255,Chelsea
5255,Sheffield United
5256,Fulham
5256,West Ham
5257,West Brom
5257,Tottenham
5258,Wolves
5258,Leicester
5259,Man City
5259,Liverpool
5260,Aston Villa
5260,Arsenal
5261,Newcastle
5261,Chelsea
5262,Brighton
5262,Aston Villa
5263,Tottenham
5263,Man City
5264,West Brom
5264,Man United
5265,Fulham
5265,Everton
5266,West Ham
5266,Sheffield United
5267,Leeds
5267,Arsenal
5268,Leicester
5268,Liverpool
5269,Burnley
5269,Crystal Palace
5270,Southampton
5270,Wolves
5271,Crystal Palace
5271,Newcastle
5272,Liverpool
5272,Brighton
5273,Man City
5273,Burnley
5274,Leeds
5274,Everton
5275,West Brom
5275,Sheffield United
5276,Man United
5276,Southampton
5277,Chelsea
5277,Tottenham
5278,Wolves
5278,Arsenal
5279,Leicester
5279,Fulham
5280,West Ham
5280,Aston Villa
5281,Everton
5281,Burnley
5282,Fulham
5282,Man City
5283,West Ham
5283,Man United
5284,Leeds
5284,Chelsea
5285,West Brom
5285,Crystal Palace
5286,Leicester
5286,Sheffield United
5287,Tottenham
5287,Arsenal
5288,Liverpool
5288,Wolves
5289,Southampton
5289,Brighton
5290,West Ham
5290,Leeds
5291,Aston Villa
5291,Wolves
5292,Newcastle
5292,West Brom
5293,Man United
5293,Man City
5294,Everton
5294,Chelsea
5295,Sheffield United
5295,Southampton
5296,Tottenham
5296,Crystal Palace
5297,Fulham
5297,Liverpool
5298,Burnley
5298,Arsenal
5299,Leicester
5299,Brighton
5300,Wolves
5300,Chelsea
5301,Man City
5301,West Brom
5302,Southampton
5302,Arsenal
5303,Newcastle
5303,Leeds
5304,Everton
5304,Leicester
5305,Brighton
5305,Fulham
5306,Liverpool
5306,Tottenham
5307,West Ham
5307,Crystal Palace
5308,Aston Villa
5308,Burnley
5309,Sheffield United
5309,Man United
5310,Liverpool
5310,Crystal Palace
5311,Southampton
5311,Man City
5312,Arsenal
5312,Everton
5313,Newcastle
5313,Fulham
5314,Sheffield United
5314,Brighton
5315,Tottenham
5315,Leicester
5316,Man United
5316,Leeds
5317,Aston Villa
5317,West Brom
5318,Burnley
5318,Wolves
5319,West Ham
5319,Chelsea
5320,Leicester
5320,Man United
5321,Crystal Palace
5321,Aston Villa
5322,Fulham
5322,Southampton
5323,Chelsea
5323,Arsenal
5324,Newcastle
5324,Man City
5325,Everton
5325,Sheffield United
5326,Leeds
5326,Burnley
5327,West Ham
5327,Brighton
5328,Liverpool
5328,West Brom
5329,Tottenham
5329,Wolves
5330,Crystal Palace
5330,Leicester
5331,Aston Villa
5331,Chelsea
5332,Arsenal
5332,Brighton
5333,Burnley
5333,Sheffield United
5334,West Ham
5334,Southampton
5335,West Brom
5335,Leeds
5336,Man United
5336,Wolves
5337,Liverpool
5337,Newcastle
5338,Everton
5338,West Ham
5339,Aston Villa
5339,Man United
5340,Leeds
5340,Tottenham
5341,Sheffield United
5341,Crystal Palace
5342,Brighton
5342,Wolves
5343,Arsenal
5343,West Brom
5344,Newcastle
5344,Leicester
5345,Chelsea
5345,Man City
5346,Southampton
5346,Liverpool
5347,Sheffield United
5347,Newcastle
5348,Burnley
5348,Man United
5349,Everton
5349,Wolves
5350,Man City
5350,Brighton
5351,Fulham
5351,Tottenham
5352,Arsenal
5352,Crystal Palace
5353,West Brom
5353,Wolves
5354,Leeds
5354,Brighton
5355,Burnley
5355,West Ham
5356,Fulham
5356,Chelsea
5357,Southampton
5357,Leicester
5358,Sheffield United
5358,Tottenham
5359,Man United
5359,Liverpool
5360,Man City
5360,Crystal Palace
5361,Newcastle
5361,Arsenal
5362,West Ham
5362,West Brom
5363,Chelsea
5363,Leicester
5364,Man City
5364,Aston Villa
5365,Man United
5365,Fulham
5366,Liverpool
5366,Burnley
5367,Newcastle
5367,Aston Villa
5368,West Ham
5368,Crystal Palace
5369,Leeds
5369,Newcastle
5370,Southampton
5370,Arsenal
5371,West Brom
5371,Man City
5372,Burnley
5372,Aston Villa
5373,Chelsea
5373,Wolves
5374,Brighton
5374,Fulham
5375,Leicester
5375,Everton
5376,Sheffield United
5376,Man United
5377,Liverpool
5377,Tottenham
5378,Everton
5378,Newcastle
5379,Wolves
5379,Crystal Palace
5380,Man City
5380,Sheffield United
5381,Fulham
5381,West Brom
5382,Arsenal
5382,Man United
5383,Aston Villa
5383,Southampton
5384,Chelsea
5384,Burnley
5385,Leeds
5385,Leicester
5386,West Ham
5386,Liverpool
5387,Brighton
5387,Tottenham
5388,Sheffield United
5388,West Brom
5389,Arsenal
5389,Wolves
5390,Man United
5390,Southampton
5391,Crystal Palace
5391,Newcastle
5392,Burnley
5392,Man City
5393,Leicester
5393,Fulham
5394,Leeds
5394,Everton
5395,West Ham
5395,Aston Villa
5396,Liverpool
5396,Brighton
5397,Chelsea
5397,Tottenham
5398,Aston Villa
5398,Arsenal
5399,Brighton
5399,Burnley
5400,Southampton
5400,Newcastle
5401,Fulham
5401,West Ham
5402,Everton
5402,Man United
5403,West Brom
5403,Tottenham
5404,Wolves
5404,Leicester
5405,Man City
5405,Liverpool
5406,Sheffield United
5406,Chelsea
5407,Crystal Palace
5407,Leeds
5408,Leicester
5408,Liverpool
5409,Burnley
5409,Crystal Palace
5410,Man City
5410,Tottenham
5411,Aston Villa
5411,Brighton
5412,Wolves
5412,Southampton
5413,West Brom
5413,Man United
5414,Leeds
5414,Arsenal
5415,Everton
5415,Fulham
5416,Sheffield United
5416,West Ham
5417,Chelsea
5417,Newcastle
5418,Fulham
5418,Burnley
5419,Man City
5419,Everton
5420,Wolves
5420,Leeds
5421,Chelsea
5421,Southampton
5422,Burnley
5422,West Brom
5423,Everton
5423,Liverpool
5424,Fulham
5424,Sheffield United
5425,Tottenham
5425,West Ham
5426,Aston Villa
5426,Leicester
5427,Man City
5427,Arsenal
5428,Man United
5428,Newcastle
5429,Crystal Palace
5429,Brighton
5430,Leeds
5430,Southampton
5431,West Ham
5431,Man City
5432,West Brom
5432,Brighton
5433,Aston Villa
5433,Leeds
5434,Newcastle
5434,Wolves
5435,Crystal Palace
5435,Fulham
5436,Arsenal
5436,Leicester
5437,Burnley
5437,Tottenham
5438,Chelsea
5438,Man United
5439,Liverpool
5439,Sheffield United
5440,Southampton
5440,Everton
5441,Man City
5441,Wolves
5442,Leicester
5442,Burnley
5443,Sheffield United
5443,Aston Villa
5444,Man United
5444,Crystal Palace
5445,Fulham
5445,Tottenham
5446,Everton
5446,West Brom
5447,Liverpool
5447,Chelsea
5448,Arsenal
5448,Burnley
5449,Sheffield United
5449,Southampton
5450,Wolves
5450,Aston Villa
5451,Leicester
5451,Brighton
5452,West Brom
5452,Newcastle
5453,Liverpool
5453,Fulham
5454,Man United
5454,Man City
5455,Tottenham
5455,Crystal Palace
5456,Everton
5456,Chelsea
5457,West Ham
5457,Leeds
5458,Southampton
5458,Man City
5459,Newcastle
5459,Aston Villa
5460,Leeds
5460,Chelsea
5461,West Brom
5461,Crystal Palace
5462,Everton
5462,Burnley
5463,Fulham
5463,Man City
5464,Brighton
5464,Southampton
5465,Leicester
5465,Sheffield United
5466,Tottenham
5466,Arsenal
5467,West Ham
5467,Man United
5468,Wolves
5468,Liverpool
5469,Fulham
5469,Leeds
5470,Newcastle
5470,Brighton
5471,Arsenal
5471,West Ham
5472,Aston Villa
5472,Tottenham
5473,West Brom
5473,Chelsea
5474,Leeds
5474,Sheffield United
5475,Leicester
5475,Man City
5476,Liverpool
5476,Arsenal
5477,Southampton
5477,Burnley
5478,Tottenham
5478,Newcastle
5479,Aston Villa
5479,Fulham
5480,Brighton
5480,Man United
5481,Crystal Palace
5481,Everton
5482,Wolves
5482,West Ham
5483,Fulham
5483,Wolves
5484,Leeds
5484,Man City
5485,Liverpool
5485,Aston Villa
5486,Crystal Palace
5486,Chelsea
5487,Burnley
5487,Newcastle
5488,West Ham
5488,Leicester
5489,Man United
5489,Tottenham
5490,Sheffield United
5490,Arsenal
5491,West Brom
5491,Southampton
5492,Brighton
5492,Everton
5493,Tottenham
5493,Everton
5494,Newcastle
5494,West Ham
5495,Sheffield United
5495,Wolves
5496,Fulham
5496,Arsenal
5497,Man United
5497,Burnley
5498,Liverpool
5498,Leeds
5499,Chelsea
5499,Brighton
5500,Southampton
5500,Tottenham
5501,Man City
5501,Aston Villa
5502,Leicester
5502,West Brom
5503,Everton
5503,Arsenal
5504,Liverpool
5504,Newcastle
5505,Chelsea
5505,West Ham
5506,Sheffield United
5506,Brighton
5507,Burnley
5507,Wolves
5508,Man United
5508,Leeds
5509,Aston Villa
5509,West Brom
5510,Crystal Palace
5510,Leicester
5511,Southampton
5511,Leicester
5512,Man City
5512,Crystal Palace
5513,Brighton
5513,Leeds
5514,Fulham
5514,Chelsea
5515,Everton
5515,Aston Villa
5516,Arsenal
5516,Newcastle
5517,Sheffield United
5517,Tottenham
5518,Wolves
5518,West Brom
5519,West Ham
5519,Burnley
5520,Newcastle
5520,Leicester
5521,Leeds
5521,Tottenham
5522,Crystal Palace
5522,Sheffield United
5523,Chelsea
5523,Man City
5524,Southampton
5524,Liverpool
5525,Brighton
5525,Wolves
5526,Aston Villa
5526,Man United
5527,Everton
5527,West Ham
5528,West Brom
5528,Arsenal
5529,Fulham
5529,Burnley
5530,Man United
5530,Leicester
5531,Crystal Palace
5531,Southampton
5532,Arsenal
5532,Chelsea
5533,Aston Villa
5533,Everton
5534,Man United
5534,Liverpool
5535,Man City
5535,Newcastle
5536,Burnley
5536,Leeds
5537,Fulham
5537,Southampton
5538,Brighton
5538,West Ham
5539,Aston Villa
5539,Crystal Palace
5540,Tottenham
5540,Wolves
5541,Liverpool
5541,West Brom
5542,Everton
5542,Sheffield United
5543,Fulham
5543,Man United
5544,Leeds
5544,Southampton
5545,Man City
5545,Brighton
5546,Leicester
5546,Chelsea
5547,Everton
5547,Wolves
5548,Sheffield United
5548,Newcastle
5549,Tottenham
5549,Aston Villa
5550,Arsenal
5550,Crystal Palace
5551,Burnley
5551,Liverpool
5552,West Ham
5552,West Brom
5553,Arsenal
5553,Brighton
5554,Chelsea
5554,Aston Villa
5555,Fulham
5555,Newcastle
5556,Leeds
5556,West Brom
5557,Tottenham
5557,Leicester
5558,Liverpool
5558,Crystal Palace
5559,Everton
5559,Man City
5560,Sheffield United
5560,Burnley
5561,West Ham
5561,Southampton
5562,Man United
5562,Wolves
5563,Brentford
5563,Arsenal
5564,Leeds
5564,Man United
5565,Burnley
5565,Brighton
5566,Chelsea
5566,Crystal Palace
5567,Everton
5567,Southampton
5568,Wolves
5568,Leicester
5569,Watford
5569,Aston Villa
5570,Liverpool
5570,Norwich
5571,Newcastle
5571,West Ham
5572,Man City
5572,Tottenham
5573,Liverpool
5573,Burnley
5574,Aston Villa
5574,Newcastle
5575,Crystal Palace
5575,Brentford
5576,Everton
5576,Leeds
5577,Norwich
5577,Man City
5578,Brighton
5578,Watford
5579,Man United
5579,Southampton
5580,Tottenham
5580,Wolves
5581,Arsenal
5581,Chelsea
5582,Leicester
5582,West Ham
5583,Man City
5583,Arsenal
5584,Brentford
5584,Aston Villa
5585,Brighton
5585,Everton
5586,Newcastle
5586,Southampton
5587,Leicester
5587,Norwich
5588,Crystal Palace
5588,West Ham
5589,Liverpool
5589,Chelsea
5590,Leeds
5590,Burnley
5591,Tottenham
5591,Watford
5592,Wolves
5592,Man United
5593,Tottenham
5593,Crystal Palace
5594,Norwich
5594,Arsenal
5595,Brighton
5595,Brentford
5596,Leicester
5596,Man City
5597,Man United
5597,Newcastle
5598,West Ham
5598,Southampton
5599,Watford
5599,Wolves
5600,Aston Villa
5600,Chelsea
5601,Liverpool
5601,Leeds
5602,Everton
5602,Burnley
5603,Leeds
5603,Newcastle
5604,Wolves
5604,Brentford
5605,Arsenal
5605,Burnley
5606,Crystal Palace
5606,Liverpool
5607,Man City
5607,Southampton
5608,Watford
5608,Norwich
5609,Aston Villa
5609,Everton
5610,Brighton
5610,Leicester
5611,Man United
5611,West Ham
5612,Chelsea
5612,Tottenham
5613,Chelsea
5613,Man City
5614,Aston Villa
5614,Man United
5615,Everton
5615,Norwich
5616,West Ham
5616,Leeds
5617,Leicester
5617,Burnley
5618,Newcastle
5618,Watford
5619,Liverpool
5619,Brentford
5620,Southampton
5620,Wolves
5621,Arsenal
5621,Tottenham
5622,Brighton
5622,Crystal Palace
5623,Everton
5623,Man United
5624,Norwich
5624,Burnley
5625,Chelsea
5625,Southampton
5626,Watford
5626,Leeds
5627,Wolves
5627,Newcastle
5628,Arsenal
5628,Brighton
5629,Leicester
5629,Crystal Palace
5630,Tottenham
5630,Aston Villa
5631,Brentford
5631,West Ham
5632,Man City
5632,Liverpool
5633,Liverpool
5633,Watford
5634,Wolves
5634,Aston Villa
5635,Man United
5635,Leicester
5636,Man City
5636,Burnley
5637,Norwich
5637,Brighton
5638,Leeds
5638,Southampton
5639,Brentford
5639,Chelsea
5640,West Ham
5640,Everton
5641,Newcastle
5641,Tottenham
5642,Arsenal
5642,Crystal Palace
5643,Aston Villa
5643,Arsenal
5644,Chelsea
